group1,group2,meandiff,p_adj,lower,upper,reject,std_error,q_stat,mse,blocks,df_error,q_crit,method
nemotron_top100_baseline_en_dev,nemotron_top1000_baseline_en_dev,-0.0010703894780241807,0.9970872431095461,-0.036090535426218956,0.033949756470170595,False,0.01040529788411355,0.10286966216108184,0.005413511202856897,50,98.0,3.3656072452920665,blocked_tukey_hsd
nemotron_top100_baseline_en_dev,nemotron_lora_top1000_en_dev,-0.010943524988839992,0.7381422347322012,-0.04596367093703477,0.024076620959354783,False,0.01040529788411355,1.0517262562514609,0.005413511202856897,50,98.0,3.3656072452920665,blocked_tukey_hsd
nemotron_top1000_baseline_en_dev,nemotron_lora_top1000_en_dev,-0.009873135510815811,0.7808867958863528,-0.04489328145901059,0.025147010437378964,False,0.01040529788411355,0.948856594090379,0.005413511202856897,50,98.0,3.3656072452920665,blocked_tukey_hsd
