metric,metric_label,system,queries,mean,median,std_dev,ci_low,ci_high,min,max
f1_1,F1@1,bge_m3_hybrid_513_tk1000,14977,0.4980303131468251,0.0,0.5000128132865296,0.49002179966585596,0.5060388266277943,0.0,1.0
f1_1,F1@1,bge_m3_hybrid_513_tk500,14977,0.4980303131468251,0.0,0.5000128132865296,0.49002179966585596,0.5060388266277943,0.0,1.0
f1_1,F1@1,bge_m3_hybrid_514,14977,0.4434800026707618,0.0,0.49681180538443087,0.43552275850580907,0.45143724683571457,0.0,1.0
f1_1,F1@1,reranked_results,14977,0.5977164986312345,1.0,0.49037489911655646,0.5898623519254913,0.6055706453369778,0.0,1.0
f1_1,F1@1,nemotron_topk400,14977,0.6361754690525473,1.0,0.4811150556495382,0.6284696337085666,0.643881304396528,0.0,1.0
f1_1,F1@1,rer_bge_m3_hybrid_513_nemotron,14977,0.6302997930159578,1.0,0.4827396023044966,0.6225679379312006,0.6380316481007151,0.0,1.0
f1_1,F1@1,rer_bge_m3_hybrid_513_nemotron_tk1000,14977,0.6474594378046338,1.0,0.477777098275178,0.6398070652438481,0.6551118103654194,0.0,1.0
f1_1,F1@1,rer_bge_m3_hybrid_513_nemotron_tk500,14977,0.6470588235294118,1.0,0.4779005667861673,0.6394044734208344,0.6547131736379892,0.0,1.0
mrr5,MRR@5,bge_m3_hybrid_315,14977,0.5571787852484922,0.5,0.46181150748409094,0.549782127432778,0.5645754430642064,0.0,1.0
mrr5,MRR@5,bge_m3_hybrid_414,14977,0.5171117936391356,0.5,0.4573831796365767,0.5097860626523398,0.5244375246259314,0.0,1.0
mrr5,MRR@5,bge_m3_hybrid_424,14977,0.5066824686741893,0.5,0.4568641327399542,0.4993650510624879,0.5139998862858907,0.0,1.0
mrr5,MRR@5,bge_m3_hybrid_513,14977,0.5567091762925375,0.5,0.4613733040388803,0.549319537013359,0.5640988155717159,0.0,1.0
mrr5,MRR@5,bge_m3_hybrid_513_tk1000,14977,0.5567091762925375,0.5,0.4613733040388803,0.549319537013359,0.5640988155717159,0.0,1.0
mrr5,MRR@5,bge_m3_hybrid_513_tk500,14977,0.5567091762925375,0.5,0.4613733040388803,0.549319537013359,0.5640988155717159,0.0,1.0
mrr5,MRR@5,bge_m3_hybrid_514,14977,0.5140815917740535,0.5,0.45732042739231166,0.5067568658658893,0.5214063176822178,0.0,1.0
mrr5,MRR@5,reranked_results,14977,0.6509970844183304,1.0,0.44380764502472675,0.6438887875633437,0.6581053812733171,0.0,1.0
mrr5,MRR@5,nemotron_topk400,14977,0.6936847610780976,1.0,0.42413413183596976,0.6868915673392783,0.700477954816917,0.0,1.0
mrr5,MRR@5,rer_bge_m3_hybrid_513_nemotron,14977,0.684675391155327,1.0,0.43032059709233406,0.6777831111749382,0.6915676711357159,0.0,1.0
mrr5,MRR@5,rer_bge_m3_hybrid_513_nemotron_tk1000,14977,0.7018061026907926,1.0,0.4223210337268364,0.6950419486490839,0.7085702567325013,0.0,1.0
mrr5,MRR@5,rer_bge_m3_hybrid_513_nemotron_tk500,14977,0.7010282433064031,1.0,0.42290304847235677,0.6942547673577117,0.7078017192550945,0.0,1.0
ap,AP / MAP,bge_m3_hybrid_315,14977,0.5692435844250467,0.5,0.4482041279138827,0.5620648707896275,0.576422298060466,0.0,1.0
ap,AP / MAP,bge_m3_hybrid_414,14977,0.5301811621501727,0.5,0.44364837966592385,0.5230754161873614,0.5372869081129841,0.0,1.0
ap,AP / MAP,bge_m3_hybrid_424,14977,0.5201053960951921,0.5,0.4430561130025029,0.513009136240401,0.5272016559499832,0.0,1.0
ap,AP / MAP,bge_m3_hybrid_513,14977,0.5688259552934072,0.5,0.4476977278011293,0.561655352474395,0.5759965581124193,0.0,1.0
ap,AP / MAP,bge_m3_hybrid_513_tk1000,14977,0.5692754290195144,0.5,0.4471318295491596,0.5621138899757883,0.5764369680632406,0.0,1.0
ap,AP / MAP,bge_m3_hybrid_513_tk500,14977,0.5692389085316284,0.5,0.44717826163479735,0.5620766258029928,0.576401191260264,0.0,1.0
ap,AP / MAP,bge_m3_hybrid_514,14977,0.5273459423488923,0.5,0.44346112017836326,0.5202431956494813,0.5344486890483033,0.0,1.0
ap,AP / MAP,reranked_results,14977,0.6592271648908492,1.0,0.4324900577996494,0.6523001374902757,0.6661541922914227,0.0,1.0
ap,AP / MAP,nemotron_topk400,14977,0.7023710699220097,1.0,0.4107413902998358,0.6957923825884048,0.7089497572556146,0.0,1.0
ap,AP / MAP,rer_bge_m3_hybrid_513_nemotron,14977,0.6909108949685536,1.0,0.421064069110294,0.6841668732470759,0.6976549166900313,0.0,1.0
ap,AP / MAP,rer_bge_m3_hybrid_513_nemotron_tk1000,14977,0.7111067529060902,1.0,0.4076670688271078,0.7045773058005453,0.717636200011635,0.0,1.0
ap,AP / MAP,rer_bge_m3_hybrid_513_nemotron_tk500,14977,0.7096424627570486,1.0,0.40939764545796753,0.7030852976692644,0.7161996278448327,0.0,1.0
ndcg5,nDCG@5,bge_m3_hybrid_315,14977,0.5801710667846156,0.6309297535714574,0.45578006408674365,0.5728710122848042,0.587471121284427,0.0,1.0
ndcg5,nDCG@5,bge_m3_hybrid_414,14977,0.5449590189419093,0.6309297535714574,0.4523070362429921,0.5377145905972032,0.5522034472866155,0.0,1.0
ndcg5,nDCG@5,bge_m3_hybrid_424,14977,0.5349749394359881,0.6309297535714574,0.4523820076570318,0.5277293103028939,0.5422205685690822,0.0,1.0
ndcg5,nDCG@5,bge_m3_hybrid_513,14977,0.5801363846364943,0.6309297535714574,0.4551346111548556,0.5728466681087688,0.5874261011642198,0.0,1.0
ndcg5,nDCG@5,bge_m3_hybrid_513_tk1000,14977,0.5801363846364943,0.6309297535714574,0.4551346111548556,0.5728466681087688,0.5874261011642198,0.0,1.0
ndcg5,nDCG@5,bge_m3_hybrid_513_tk500,14977,0.5801363846364943,0.6309297535714574,0.4551346111548556,0.5728466681087688,0.5874261011642198,0.0,1.0
ndcg5,nDCG@5,bge_m3_hybrid_514,14977,0.5419762781754003,0.6309297535714574,0.45246761332207314,0.534729277929198,0.5492232784216026,0.0,1.0
ndcg5,nDCG@5,reranked_results,14977,0.6712906188427777,1.0,0.43438437444204875,0.6643332508989926,0.6782479867865628,0.0,1.0
ndcg5,nDCG@5,nemotron_topk400,14977,0.7154554874384323,1.0,0.4113430245990402,0.7088671639589772,0.7220438109178875,0.0,1.0
ndcg5,nDCG@5,rer_bge_m3_hybrid_513_nemotron,14977,0.7050418892398871,1.0,0.4191550787355955,0.6983284430851641,0.7117553353946101,0.0,1.0
ndcg5,nDCG@5,rer_bge_m3_hybrid_513_nemotron_tk1000,14977,0.7226570676808418,1.0,0.4094453748983655,0.7160991381289146,0.7292149972327691,0.0,1.0
ndcg5,nDCG@5,rer_bge_m3_hybrid_513_nemotron_tk500,14977,0.7217588943039304,1.0,0.4101633200640523,0.7151894656996084,0.7283283229082523,0.0,1.0
ndcg10,nDCG@10,bge_m3_hybrid_315,14977,0.5957448785267716,0.6309297535714574,0.44103883795205795,0.5886809285928606,0.6028088284606826,0.0,1.0
ndcg10,nDCG@10,bge_m3_hybrid_414,14977,0.5620604070890554,0.6309297535714574,0.4373076796466863,0.5550562176868631,0.5690645964912476,0.0,1.0
ndcg10,nDCG@10,bge_m3_hybrid_424,14977,0.5530939944514723,0.6309297535714574,0.43685282728092883,0.5460970902451916,0.5600908986577531,0.0,1.0
ndcg10,nDCG@10,bge_m3_hybrid_513,14977,0.595644287721606,0.6309297535714574,0.4404288623982617,0.5885901075322213,0.6026984679109908,0.0,1.0
ndcg10,nDCG@10,bge_m3_hybrid_513_tk1000,14977,0.5956680713356214,0.6309297535714574,0.4404063120439032,0.5886142523266146,0.6027218903446282,0.0,1.0
ndcg10,nDCG@10,bge_m3_hybrid_513_tk500,14977,0.5956680713356214,0.6309297535714574,0.4404063120439032,0.5886142523266146,0.6027218903446282,0.0,1.0
ndcg10,nDCG@10,bge_m3_hybrid_514,14977,0.5594894825568204,0.6309297535714574,0.43720142134323303,0.5524869950531257,0.5664919700605151,0.0,1.0
ndcg10,nDCG@10,reranked_results,14977,0.6828991727239165,1.0,0.4204147606934243,0.6761655507263492,0.6896327947214839,0.0,1.0
ndcg10,nDCG@10,nemotron_topk400,14977,0.7281189116295145,1.0,0.39381757904936693,0.721811286490612,0.734426536768417,0.0,1.0
ndcg10,nDCG@10,rer_bge_m3_hybrid_513_nemotron,14977,0.7145967882057497,1.0,0.4065180847013273,0.7080857439383246,0.7211078324731748,0.0,1.0
ndcg10,nDCG@10,rer_bge_m3_hybrid_513_nemotron_tk1000,14977,0.7356881200244518,1.0,0.39104526089884056,0.7294248980422126,0.7419513420066911,0.0,1.0
ndcg10,nDCG@10,rer_bge_m3_hybrid_513_nemotron_tk500,14977,0.7342377995011736,1.0,0.3926079330888143,0.7279495487977353,0.7405260502046119,0.0,1.0
ndcg100,nDCG@100,bge_m3_hybrid_315,14977,0.6247351111113554,0.6309297535714574,0.4066258599231251,0.6182223406495334,0.6312478815731773,0.0,1.0
ndcg100,nDCG@100,bge_m3_hybrid_414,14977,0.5933682872040787,0.6309297535714574,0.40216705960881327,0.58692693163699,0.5998096427711676,0.0,1.0
ndcg100,nDCG@100,bge_m3_hybrid_424,14977,0.5843912515722884,0.6309297535714574,0.4023585053940257,0.5779468296914753,0.5908356734531016,0.0,1.0
ndcg100,nDCG@100,bge_m3_hybrid_513,14977,0.6249780214600912,0.6309297535714574,0.4055495303655502,0.6184824901560323,0.6314735527641501,0.0,1.0
ndcg100,nDCG@100,bge_m3_hybrid_513_tk1000,14977,0.6252722356887079,0.6309297535714574,0.4051642170464533,0.6187828758003175,0.6317615955770983,0.0,1.0
ndcg100,nDCG@100,bge_m3_hybrid_513_tk500,14977,0.6252722356887079,0.6309297535714574,0.4051642170464533,0.6187828758003175,0.6317615955770983,0.0,1.0
ndcg100,nDCG@100,bge_m3_hybrid_514,14977,0.5910762173530387,0.6309297535714574,0.4019129007033852,0.584638932551671,0.5975135021544065,0.0,1.0
ndcg100,nDCG@100,reranked_results,14977,0.6987057110276204,1.0,0.3981031944175352,0.6923294448308525,0.7050819772243883,0.0,1.0
ndcg100,nDCG@100,nemotron_topk400,14977,0.744024349777386,1.0,0.36769168089368653,0.738135173130247,0.7499135264245249,0.0,1.0
ndcg100,nDCG@100,rer_bge_m3_hybrid_513_nemotron,14977,0.7245689341925978,1.0,0.39140985196937284,0.7182998726949986,0.730837995690197,0.0,1.0
ndcg100,nDCG@100,rer_bge_m3_hybrid_513_nemotron_tk1000,14977,0.7540016312891433,1.0,0.36007005184895297,0.7482345273516026,0.7597687352266841,0.0,1.0
ndcg100,nDCG@100,rer_bge_m3_hybrid_513_nemotron_tk500,14977,0.7505951625871183,1.0,0.36530724356713046,0.7447441765582332,0.7564461486160035,0.0,1.0
