group1,group2,meandiff,p_adj,lower,upper,reject,std_error,q_stat,mse,blocks,df_error,q_crit,method
nemotron_top100_baseline_en_dev,nemotron_top1000_baseline_en_dev,0.021855356835833284,0.0,0.014824747723920645,0.028885965947745923,True,0.002120766368146619,10.30540523656697,0.01756332320416233,3905,7808.0,3.3151266530395005,blocked_tukey_hsd
nemotron_top100_baseline_en_dev,nemotron_lora_top1000_en_dev,0.043252171186352606,0.0,0.03622156207443997,0.050282780298265245,True,0.002120766368146619,20.39459500866734,0.01756332320416233,3905,7808.0,3.3151266530395005,blocked_tukey_hsd
nemotron_top1000_baseline_en_dev,nemotron_lora_top1000_en_dev,0.021396814350519322,0.0,0.014366205238606683,0.02842742346243196,True,0.002120766368146619,10.089189772100372,0.01756332320416233,3905,7808.0,3.3151266530395005,blocked_tukey_hsd
